id,brand,name,year,cpu_rank,cpu,ram,disk,is_rtx,gpu,gpu_memory,price,disk_detail,weight,weight_type,battery,battery_life,screen_size,has_camere,keyboard_haslight,keyboard,video_type,thin_type,business_type,game_type,is_apple,description,link,img_src,class
149,惠普,惠普战X 13 锐龙版,2020,5,AMD Ryzen 5 PRO 4650U,16,512GB,0,No description,0,4699,SSD固态硬盘>,1.26Kg,medium,视具体使用环境而定长续航笔记本>,0,13.3,TRUE,1,背光键盘，全尺寸键盘>，防泼溅键盘（可编程按键）,0,1,1,0,0,"商务办公本,轻薄笔记本,",http://detail.zol.com.cn/1337/1336637/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/04/07/ChMkKV8_gCuIWVhXAAF47V0guzUAABRvALrffAAAXkF941.jpg,0
150,神舟战神,神舟战神TX6 i5,2020,5,Intel 酷睿i5 10400,8,512GB,0,NVIDIA GeForce GTX 1650,4,5699,SSD固态硬盘>,0,0,2-5小时，视具体使用环境而定长续航笔记本>,short,16.1,TRUE,1,全尺寸背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1327/1326056/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0D/0C/ChMlWV7WErqICEGXAAFBOv78GeQAAPsHgFjgEMAAUFS467.jpg,0
151,神舟战神,神舟战神TX6 i5,2020,5,Intel 酷睿i5 10400,8,512GB,0,NVIDIA GeForce GTX 1650,4,5699,SSD固态硬盘>,0,0,2-5小时，视具体使用环境而定长续航笔记本>,short,16.1,TRUE,1,全尺寸背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1327/1326056/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0D/0C/ChMlWV7WErqICEGXAAFBOv78GeQAAPsHgFjgEMAAUFS467.jpg,0
152,惠普,惠普战66 Pro 15,2020,5,Intel 酷睿i5 10210U,8,512GB,0,NVIDIA Geforce MX250,2,4599,SSD固态硬盘>,2Kg,0,8小时左右，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,1,防泼溅键盘，背光键盘,0,1,1,0,0,"商务办公本,轻薄笔记本,",http://detail.zol.com.cn/1310/1309082/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0B/0E/ChMkJ14cP6KIQc1BAAE4n9En-wUAAwUxwLPPOEAATi3118.jpg,0
153,ROG,ROG 魔霸新锐 i7,2020,7,Intel 酷睿i7 10875H,16,512GB,RTX2060,NVIDIA GeForce RTX 2060,6,8999,SSD固态硬盘>,2.4Kg,heavy,2-5小时，视具体使用环境而定长续航笔记本>,short,15.6,FALSE,1,巧克力背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1333/1332987/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/00/0D/ChMkKV8Zl-OIcIDCAAFZbJ7X8s8AAADWwCuXDIAAVmE663.jpg,4
154,机械师,机械师F117-X i7,2020,7,Intel 酷睿i7 10875H,16,1T,RTX2070,NVIDIA GeForce RTX 2070,8,9999,PCI-E 固态硬盘,2.3Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,背光键盘（RGB四区背光），全尺寸键盘>,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1335/1334085/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/06/0E/ChMkKV8nejCIHeddAAEX3mUDkoQAAAbiwHDElkAARf2423.jpg,4
155,惠普,惠普暗影精灵4 Pro 15-DC1004TX,2019,7,Intel 酷睿i7 8750H,16,512GB+1TB,RTX2070,NVIDIA GeForce RTX 2070 Max-Q,8,0,混合硬盘（SSD+HDD）>,0,0,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,4区RGB背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1250/1249820/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/05/04/ChMkJlxJMkaIReVWAADPX-0JclcAAujRwK7V48AAM93202.jpg,2
156,机械师,机械师逐空T58-V i5,2020,5,Intel 酷睿i5 10300H,8,512GB,0,NVIDIA GeForce GTX 1650 Ti,4,5299,SSD固态硬盘>,2.2Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,背光键盘（多彩）,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1319/1318111/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/04/ChMlWl6NmG6IbEvFAAELWPB0CEcAAOKTgDwRcQAAQtw981.jpg,0
157,机械师,机械师逐空T58-V i5,2020,5,Intel 酷睿i5 10300H,8,512GB,0,NVIDIA GeForce GTX 1650 Ti,4,5299,SSD固态硬盘>,2.2Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,背光键盘（多彩）,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1319/1318111/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/04/ChMlWl6NmG6IbEvFAAELWPB0CEcAAOKTgDwRcQAAQtw981.jpg,0
158,华硕,华硕ARTONE i7,2019,7,Intel 酷睿i7 10510U,16,1T,0,NVIDIA Geforce MX250,2,15999,SSD固态硬盘>,1.3Kg,medium,0,short,13.3,TRUE,0,NO SPECIAL,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1296/1295473/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g4/M07/0D/06/ChMly12cTuWIP0o_AAEoMmdseEoAAYEGAEUDCYAAShK642.jpg,3
159,华硕,华硕FL8700F i7,2019,7,Intel 酷睿i7 8565U,4,256GB,0,NVIDIA Geforce MX230,2,4599,SSD固态硬盘>,0,0,5-8小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,0,无缝背装式分岛键盘,1,0,0,1,0,"影音娱乐本,游戏本,",http://detail.zol.com.cn/1293/1292019/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0E/0A/ChMlWl6qo_uIH2_0AADsEBw7CqoAAOvvgCfDz8AAOwo723.jpg,0
160,华硕,华硕VivoBook14 i5,2019,5,Intel 酷睿i5 8265U,8,512GB,0,NVIDIA Geforce MX250,2,5999,SSD固态硬盘>,1.4Kg,medium,2-5小时，视具体使用环境而定长续航笔记本>,short,0,TRUE,0,全尺寸键盘>,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1292/1291982/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g4/M09/06/03/ChMlzF13ByiISnfSAAFesDXB8K4AAXnUgBNzhMAAV7I412.jpg,0
161,机械革命,机械革命S2 i5,2020,5,Intel 酷睿i5 10210U,8,512GB,0,NVIDIA GeForce MX350,2,4199,SSD固态硬盘>,1.5Kg,medium,8小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,1,背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1315/1314360/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0E/0A/ChMlWV6qotaIe8OWAAF2gkPOYPEAAOvvALayWkAAXaa992.jpg,0
162,ThinkPad,ThinkPad E495,2019,5,AMD Ryzen 5 3500U,8,256GB,0,AMD Radeon Vega 8 Graphics,0,3399,SSD固态硬盘>,1.78Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,0,全尺寸键盘>,0,1,1,0,0,"轻薄笔记本,商务办公本,",http://detail.zol.com.cn/1276/1275034/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/02/05/ChMlWlziZF-IVGuKAACqcchO5hsAAKDGwL8DJEAAKqJ107.jpg,0
163,机械革命,机械革命蛟龙 R7,2020,7,AMD Ryzen 7 4800H,16,512GB,0,NVIDIA GeForce GTX 1650,4,5799,SSD固态硬盘>,1.96Kg,heavy,2-5小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,1,RGB背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1333/1332193/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/02/0E/ChMlWl8RHGSISM1bAAEl_CLSgKQAAQAgQBoJcQAASYU095.jpg,0
164,荣耀,荣耀MagicBook 2019 R5,2019,5,AMD Ryzen 5 3500U,8,256GB,0,AMD Radeon Vega 8 Graphics,0,3388,PCLe NVMe SSD,1.45Kg,medium,10小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,1,孤岛式巧克力键盘，全尺寸键盘>，支持背光,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1267/1266783/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/07/01/ChMlWlytRxqIa6vzAAEYqGtgUiIAAJWTwGcohcAARjA504.jpg,0
165,HUAWEI,华为HUAWEI MateBook D,2019,5,AMD Ryzen 5 3500U,8,256GB+1T,0,AMD Radeon Vega 8 Graphics,0,0,混合硬盘（SSD+HDD）>,1.62Kg,medium,9.5小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,0,孤岛式巧克力全尺寸键盘,0,1,1,0,0,"轻薄笔记本,商务办公本,",http://detail.zol.com.cn/1302/1301740/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0D/04/ChMkJ13bqHyIPSFnAAECjk2L-ZgAAvaWAPJBr0AAQKm000.jpg,2
166,荣耀,荣耀MagicBook 14 SE,2020,5,AMD Ryzen 5 3500U,8,256GB,0,AMD Radeon Vega 8 Graphics,0,0,PCle SSD固态硬盘,1.38Kg,medium,10小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,0,全尺寸键盘>,0,1,1,0,0,"商务办公本,轻薄笔记本,校园学生本,",http://detail.zol.com.cn/1335/1334988/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/0F/03/ChMkKV80mx2IfHbwAAFRSRz0Zd0AAA8uwCYC9oAAVFh245.jpg,2
167,华硕,华硕VivoBook14 2020 i5,2020,5,Intel 酷睿i5 10210U,8,512GB,0,NVIDIA GeForce MX330,2,4399,SSD固态硬盘>,1.4Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,0,全尺寸键盘>,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1320/1319330/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/08/07/ChMlWV6Xx9uIPm1TAAF_6da-T-wAAOXFAPl24kAAYAB001.jpg,0
168,惠普,惠普战66 AMD版 14,2019,5,AMD Ryzen 5 2500U,8,256GB,0,AMD Radeon HD（集成于处理器）>,0,0,Turbo PCIe SSD固态硬盘,1.6Kg,medium,13小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,0,全尺寸防泼溅巧克力键盘,0,1,1,0,0,"商务办公本,轻薄笔记本,",http://detail.zol.com.cn/1267/1266735/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/06/0E/ChMlWVysYD2ISy_IAAEHR7akhQEAAJVcwL6wtoAAQdf232.jpg,2
169,华硕,华硕E406MA 4GB/128GB,2019,0,Intel 赛扬四核,0,128GB,0,Intel GMA HD（集成于处理器）>,0,2899,eMMC硬盘,1.3Kg,medium,12小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,0,分岛式键盘>,0,1,0,0,0,"轻薄笔记本,校园学生本,",http://detail.zol.com.cn/1278/1277768/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/07/06/ChMlWVzw0POIY6Q4AAEC7_Inw08AAKXYgCi37AAAQMH276.jpg,0
170,戴尔,戴尔Latitude 3400,2019,7,Intel 酷睿i7 8565U,8,256GB,0,NVIDIA GeForce MX130,2,6199,PCIe NVMe Class 35固态硬盘,1.67Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,0,NO SPECIAL,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1272/1271003/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0D/01/ChMlWVzGkI2IM-AXAABbsmXsTcEAAJuPgNNv74AAFvK949.jpg,0
171,炫龙,炫龙M7-E6S3 R5,2020,5,AMD Ryzen 5 3600,16,512GB,RTX2070,NVIDIA GeForce RTX 2070,8,8599,SSD固态硬盘>,2.1Kg,heavy,2-3小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1323/1322065/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/01/05/ChMlWl6z3U6IDK4dAACI0VsYLDEAAO6lgP8L-IAAIjp401.jpg,4
172,HUAWEI,华为HUAWEI MateBook B3-510,2020,5,Intel 酷睿i5 10210U,8,256GB,0,Intel UHD Graphics 620,0,0,SSD固态硬盘>,1.38Kg,medium,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,全尺寸键盘>,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1333/1332892/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/00/08/ChMkKV8ZJQuIbctVAADQk-u0sJAAAACHwH6vqkAANCr402.jpg,2
173,荣耀,荣耀MagicBook 14 2020新款,2020,5,AMD Ryzen 5 4500U,16,512GB,0,No description,0,3999,SSD固态硬盘>,1.38Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,全尺寸键盘>，巧克力键盘>，孤岛式键盘>，背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1333/1332100/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0F/0E/ChMkJl8QEmGIXBzQAAEgv44qsWMAAw56QItGAQAASDX233.jpg,0
174,ThinkPad,ThinkPad E595,2019,5,AMD Ryzen 5 3500U,8,256GB,0,AMD Radeon Vega 8 Graphics,0,4949,SSD固态硬盘>,2.12Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,全尺寸键盘>,0,1,1,0,0,"轻薄笔记本,商务办公本,",http://detail.zol.com.cn/1276/1275019/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/02/05/ChMlWlziYNqIJXhJAADfUNCm54IAAKDFwJfGBkAAN9o416.jpg,0
175,戴尔,戴尔G7 15游戏本 G7,2020,7,Intel 酷睿i7 10750H,16,1T,0,NVIDIA GeForce GTX 1660 Ti,6,0,SSD固态硬盘>,0,0,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1330/1329198/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g3/M05/0C/0F/ChMlWF7zDwuILWIzAAFHUg2whLMAAVN2gMTOzEAAUdq363.jpg,2
176,戴尔,戴尔Latitude 14 5401,2020,0,Intel 酷睿I5 9400,8,512GB,0,No description,2,7829,SSD固态硬盘>,1.53Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,0,防泼溅键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1315/1314741/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0E/0A/ChMlWl6qoWaIP5wcAAFKK4nUGo0AAOvuwCV5jcAAUpD083.jpg,4
177,ThinkPad,ThinkPad X1 Carbon,2019,5,Intel 酷睿i5 8265U,8,512GB,0,Intel GMA UHD 620,0,0,SSD固态硬盘>,1.09Kg,light,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,背光键盘,0,1,1,0,0,"轻薄笔记本,商务办公本,",http://detail.zol.com.cn/1251/1250688/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0F/07/ChMlWV0tscWIMXG3AADcorP01DcAAL3JgFJmKoAANy6673.jpg,2
178,Alienware,Alienware M15 2020版,2020,5,Intel 酷睿i5 10300H,8,512GB,0,NVIDIA GeForce GTX 1650 Ti,4,10999,SSD固态硬盘>,2.11Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,全键无冲键盘，AlienFX2.0灯效调节，1680万色自定义单键颜色,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1324/1323321/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/03/ChMlWV6-Vo6IXk0VAACfba__BR0AAPKCAPMQkcAAJ-F477.jpg,4
179,Acer,Acer ConceptD 7,2020,7,Intel 酷睿i7 10875H,32,2T,RTX2080,NVIDIA GeForce RTX 2080 Super Max-Q,8,0,SSD固态硬盘>,0,0,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,背光键盘（暖色背光）,0,0,1,0,0,"商务办公本,创意设计PC,",http://detail.zol.com.cn/1308/1307852/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/07/0D/ChMkKV8ovsqIUHTKAAEY_7Gk6HYAAAfXgJlY00AARkX576.jpg,2
180,惠普,惠普ELITEBOOK 830 G6,2019,7,Intel 酷睿i7 8565U,16,512GB,0,Intel UHD 620,0,8499,SSD固态硬盘>,1.33Kg,medium,视具体使用环境而定长续航笔记本>,0,13.3,TRUE,1,防渗漏键盘>，背光键盘（带导水孔，两档背光）,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1338/1337376/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/08/04/ChMkKV9HQn-IRglYAADUi-AIOrkAABhDwO8C3cAANSj314.jpg,4
181,神舟战神,神舟战神G7T-CU5NA,2020,5,Intel 酷睿i5 10300H,8,512GB,0,NVIDIA GeForce GTX 1650 Ti,4,5888,SSD固态硬盘>,2.2Kg,heavy,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,背光键盘，全尺寸键盘>,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1318/1317990/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/00/ChMlWV6NJ-6IJWXeAAFFvp26j4YAAOJaAMgDNUAAUXW173.jpg,0
182,惠普,惠普ENVY X360 15-dr0005TX,2019,7,Intel 酷睿i7 8565U,8,512GB,0,NVIDIA Geforce MX250,4,8499,SSD固态硬盘>,2Kg,0,11.5小时左右，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,1,全尺寸背光键盘,1,0,0,0,0,"影音娱乐本,",http://detail.zol.com.cn/1274/1273277/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0F/0F/ChMlWlzVJPWIemDZAAGBs2Ci4A4AAJ5pQG2HssAAYHL583.jpg,4
183,神舟战神,神舟战神G7T-CU5NA,2020,5,Intel 酷睿i5 10300H,8,512GB,0,NVIDIA GeForce GTX 1650 Ti,4,5888,SSD固态硬盘>,2.2Kg,heavy,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,背光键盘，全尺寸键盘>,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1318/1317990/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/00/ChMlWV6NJ-6IJWXeAAFFvp26j4YAAOJaAMgDNUAAUXW173.jpg,0
184,雷神,雷神911 Pro 晖金2代,2020,7,Intel 酷睿i7 10750H,16,1T,RTX2070,NVIDIA Geforce RTX 2070 Super,8,12999,SSD固态硬盘>,2.2Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,孤岛式全尺寸键盘，三区RGB背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1318/1317568/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/03/02/ChMlWV6GjheIYLgAAAD6ZIoriakAAOB8gPTgg8AAPp8777.jpg,4
185,ThinkPad,ThinkPad E590,2019,5,Intel 酷睿i5 8265U,8,128GB+1T,0,AMD Radeon RX 550X,2,6996,混合硬盘（SSD+5400转HDD）>,2.12Kg,heavy,5-8小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,0,全尺寸键盘>,0,1,1,0,0,"轻薄笔记本,商务办公本,",http://detail.zol.com.cn/1254/1253929/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/05/09/ChMkJlxKhj-IVO3cAAEGgL__ueEAAukbwG05IcAAQaY769.jpg,0
186,机械革命,机械革命Z3 Air i7,2020,7,Intel 酷睿i7 10750H,8,512GB,0,NVIDIA GeForce GTX 1650,4,5469,SSD固态硬盘>,1.96Kg,heavy,2-5小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,1,全尺寸键盘>，RGB背光键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1320/1319996/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0A/08/ChMlWV6eX1qIAdW6AAGWnU5_AnQAAOfWQP-WWQAAZa1088.jpg,0
187,VAIO,VAIO SX12 2020,2020,7,Intel 酷睿i7 10710U,16,1T,0,Intel UHD Graphics 620,0,16968,SSD固态硬盘>,899g,light,12小时左右，视具体使用环境而定长续航笔记本>,long,12.5,TRUE,1,全尺寸键盘>，背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1312/1311945/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/08/0F/ChMlWl5OMyOIb1POAADTPVmwW7YAANZSwDIsHsAANNV218.jpg,3
188,戴尔,戴尔G5 15游戏本 G5,2019,7,Intel 酷睿i7 8750H,8,128GB+1T,RTX2060,NVIDIA GeForce RTX 2060 Max-Q,6,0,混合硬盘（M.2 PCIe NVMe SSD+5400转HDD）,2.68Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,全尺寸防泼溅键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1258/1257279/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0B/08/ChMkJ1xtFxGIViI_AAEp2NcARZoAAvA0ADkpT8AASnw805.jpg,2
189,小米,小米笔记本 Pro 2020款,2020,5,Intel 酷睿i5 10210U,8,512GB,0,NVIDIA GeForce MX350,2,5989,SSD固态硬盘>,2Kg,0,9小时左右，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,1,背光键盘，全尺寸键盘>,0,1,1,0,0,"轻薄笔记本,校园学生本,商务办公本,",http://detail.zol.com.cn/1329/1328017/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g3/M01/0F/06/ChMlWF7pekyIcVw-AACJ7hL6YDEAAU25AGBX_gAAIoG441.jpg,0
190,神舟战神,神舟战神A7000 2020A1,2020,5,AMD Ryzen 5 3600,8,512GB,RTX2060,NVIDIA GeForce RTX 2060,6,6999,SSD固态硬盘>,2.7Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,背光键盘，全尺寸键盘（包含独立数字键盘）,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1337/1336212/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/02/0F/ChMkKV88o8SIU49eAAFki4t3ojUAABLqQKHTJ0AAWSj559.jpg,4
191,神舟战神,神舟战神A7000 2020A1,2020,5,AMD Ryzen 5 3600,8,512GB,RTX2060,NVIDIA GeForce RTX 2060,6,6999,SSD固态硬盘>,2.7Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,背光键盘，全尺寸键盘（包含独立数字键盘）,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1337/1336212/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/02/0F/ChMkKV88o8SIU49eAAFki4t3ojUAABLqQKHTJ0AAWSj559.jpg,4
192,神舟战神,神舟战神Z8-CT7NT,2019,7,Intel 酷睿i7 9750H,16,1T,RTX2060,NVIDIA Geforce RTX2060,6,0,SSD固态硬盘>,0,0,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1301/1300363/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0A/09/ChMkJl3OAMaIZUKyAAE-oNCpOOAAAvPvwHmJroAAT64173.jpg,2
193,戴尔,戴尔灵越15 ins,2020,5,Intel 酷睿i5 10300H,8,512GB,0,NVIDIA Geforce GTX 1650,4,0,SSD固态硬盘>,1.75Kg,medium,10小时左右，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,1,背光键盘,1,1,0,0,0,"轻薄笔记本,影音娱乐本,",http://detail.zol.com.cn/1325/1324909/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0A/06/ChMlWl7MenuIUwabAAD2fDl9mmQAAPelwNz0_cAAPaU180.jpg,2
194,戴尔,戴尔XPS 13 微边框,2019,5,Intel 酷睿i5 8265U,8,256GB,0,Intel GMA UHD 620,0,0,PCIe固态硬盘,1.23Kg,medium,24小时左右，视具体使用环境而定长续航笔记本>,long,13.3,TRUE,1,全尺寸背光Chiclet键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1250/1249972/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/00/0E/ChMkJlw1CGKIHjZxAAC-pbYQDBcAAuRwQDVCBsAAL69645.jpg,2
195,机械师,机械师战空 F117-V i7,2020,7,Intel 酷睿i7 10750H,16,256GB+1T,0,NVIDIA GeForce GTX 1650 Ti,4,6789,混合硬盘（SSD+HDD）>,2.2Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,FALSE,1,全尺寸键盘>，背光键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1320/1319365/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/08/07/ChMlWl6X0mWIbsWzAAEYrGg7II0AAOXNwOoQ-0AARjE810.jpg,0
196,华硕,华硕灵耀X2 Pro i9,2019,9,Intel 酷睿i9 9980HK,32,1T,RTX2060,NVIDIA GeForce RTX 2060,6,31999,SSD固态硬盘>,0,0,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,背光键盘,0,0,0,0,0,"创意设计PC,",http://detail.zol.com.cn/1277/1276765/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/01/0E/ChMlWV0231KIBHdeAAFnrZLWV5sAAMBGgNbor0AAWfF241.jpg,1
197,华硕,华硕Mars15 VX60GT9750,2019,7,Intel 酷睿i7 9750H,8,512GB,0,NVIDIA GeForce GTX 1650,4,6699,M.2 PCIe NVMe,1.9Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,防泼溅背光键盘,1,0,0,0,0,"影音娱乐本,",http://detail.zol.com.cn/1290/1289296/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0C/07/ChMlWV1b0FmIMmU4AAEk2-rkAbMAAMrEgBYOfYAASTz750.jpg,0
198,戴尔,戴尔Latitude 9510 i7,2020,7,Intel 酷睿i7,0,No description,0,No description,0,0,SSD固态硬盘>,0,0,视具体使用环境而定长续航笔记本>,0,0,FALSE,1,RGB背光键盘,0,0,0,0,0,0,http://detail.zol.com.cn/1308/1307452/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/08/07/ChMkJl4OoCSIOMRSAACD5k3KxlsAAwG3gBBmN8AAIP-171.jpg,2
